Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono","This pressing has:
- W 63 street address and no ® and microgroove on the labels
- Deep groove on both sides.
- no Inc. in address on back cover.
-""P"", for Plastylite Recording plant etched.
- RVG stamped in the trail off, both sides.
- Address in back cover should be printed with Serif font as it is considered the first printing. (Fred Cohen's ""A guide for Identifying Original Pressings"" p105)

Miles Davis performs by courtesy of Columbia Records.
Hank Jones performs by courtesy of Capitol Records.
Recorded on March 9, 1958.",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1087 have, 1718 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,Plastylite,"$2,000.00"
"Sonny Rollins – A Night At The ""Village Vanguard""",Blue Note – BST 81581,US,"Vinyl, LP, Album, Stereo","No ""deep groove"", no ""RVG"" and ""ear"".

Similar to Sonny Rollins - A Night At The ""Village Vanguard"" but different/clearer labels, and the matrix on runout is etched differently.

160gr. LP.",Jazz,1967,"Hard Bop, Bop","Rated 4.75 of 4 votes (10 have, 34 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Village Vanguard,Research Craft,$999.99
The Horace Silver Quintet & Trio* – Blowin' The Blues Away,Blue Note – BLP 4017,US,"Vinyl, LP, Album, Mono, Microgroove","Recorded on August 29 (A1, B2) and 30 (A3, A4, B1) and September 13 (A2, B3), 1959.

Blue Mitchell performs by courtesy of Riverside Records.

RVG stamped and ""P"" etched for Plastylite, usually wrongly called ""ear"", in the run out grooves of both sides.

Deep grooved blue and white labels with ""Blue Note Records Inc • 47 West 63rd • NYC"" address, both sides.

Back cover reads ""47 West 63rd St., New York 23"".",Jazz,Oct 1959,Hard Bop,"Rated 4.62 of 78 votes (682 have, 361 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,430.00"
Eric Dolphy – Out To Lunch!,Blue Note – BLP 4163,US,"Vinyl, Album, Mono, LP","Variant version of first US mono edition, identifiable by:
""EAR"" symbol & VAN GELDER stamped in the dead wax;
Deep groove side 1 only, heavy vinyl pressing; labels state: 33&1/3 microgroove Long Playing.
Blue Note address: 43 West 61st, New York 23 written on back cover and on inner sleeve with illustrated details of 72 other LP releases under the heading ""1939-1964 25 Years Blue Note The First Name In Jazz"".
Labels have ® beneath the “E” in “BLUE NOTE”.

Recorded on February 25, 1964.

Eric Dolphy performs by courtesy of FM Records.

Printed in U.S.A.

Tracks' duration not on release. Producer credit not on release.",Jazz,Aug 1964,"Hard Bop, Free Jazz, Modal, Post Bop","Rated 4.82 of 71 votes (332 have, 998 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,500.00"
Art Blakey & The Jazz Messengers – Like Someone In Love,Blue Note – BST 84245,US,"Vinyl, LP, Album, Reissue, Stereo","No Van Gelder stamp in runout

Publishers:
- A1: Burke & Van Heusen, Inc. - ASCAP
- A2: Blue Horizon Music, Inc. - BMI (sleeve), Blue Horizon Music - BMI (label)
- B1 to B3: Blue Horizon Music, Inc. - BMI (sleeve), nothing on label.",Jazz,1967,Hard Bop,"Rated 5.00 of 4 votes (24 have, 39 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,"$1,485.00"
Sonny Rollins Quintet Featuring Kenny Dorham – Sonny Rollins Quintet,Prestige – prLP 186,US,"Vinyl, LP, 10"", Album, Mono","Recorded August 18, 1954.",Jazz,1954,"Bop, Hard Bop","Rated 5.00 of 1 votes (18 have, 91 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,$669.99
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono","Recorded on November 19, 1959.

Wynton Kelly and Paul Chambers performs by courtesy of Vee-Jay Records.
""RVG""-stamp in deadwax.",Jazz,1959,Hard Bop,"Rated 4.71 of 14 votes (92 have, 255 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,"$1,000.00"
"Max Roach – Deeds, Not Words",Riverside Records – RLP 12-280,US,"Vinyl, LP, Album, Mono","Recorded in New York; September 4, 1958.

Blue label ""Microgroove""",Jazz,1958,Hard Bop,"Rated 4.69 of 16 votes (135 have, 253 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),nan,nan,nan,$950.00
Cliff Jordan* & John Gilmore – Blowing In From Chicago,Blue Note – BLP 1549,US,"Vinyl, LP, Album, Repress, Mono","Recorded on March 3, 1957.

2nd mono issue has:
- blue and white Blue Note Records - 47 West 63rd - New York 23 (or NYC) address on deep grooved labels (no ""Inc"" no ®),
- RVG etched and P (wrongly called ""ear"") for Plastylite plant in the dead wax, both sides,
- Blue Note Records, 47 West 63rd St., New York 23 address on back-cover (no ""Inc.""),
- blank spine,
- laminated cover",Jazz,1958,Hard Bop,"Rated 5.00 of 1 votes (5 have, 45 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.8%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$2,799.95"
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono","Recorded on November 19, 1959.

Wynton Kelly and Paul Chambers performs by courtesy of Vee-Jay Records.
""RVG""-stamp in deadwax.",Jazz,1959,Hard Bop,"Rated 4.71 of 14 votes (92 have, 255 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),99.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,$850.00
The Horace Silver Quintet – 6 Pieces Of Silver,Blue Note – BLP 1539,US,"Vinyl, LP, Album, Repress, Mono","Recorded on November 10, 1956.

Later issue with address 47 west 63rd NYC, no ""inc"" no ® on labels, including deep groove pressed in labels of both sides.

Deadwax has the Plastylite 'P' a.k.a. ""ear"" on both sides, including the 9M.

Address, bottom back cover: BLUE NOTE RECORDS INC., 43 West 61st St., New York 23

This kind of labels has been used from the late 1957 up to the end 1959.",Jazz,1957,Hard Bop,"Rated 4.62 of 26 votes (228 have, 158 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$600.00
Les McCann & The Jazz Crusaders* – Jazz Waltz,Pacific Jazz – PJ-81,US,"Vinyl, LP, Album, Mono",nan,"Jazz, Funk / Soul",1963,"Soul-Jazz, Hard Bop","Rated 4.00 of 2 votes (52 have, 67 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),99.3%,nan,nan,"$1,520.00"
Dizzy Reece – Blues In Trinity,Blue Note – BLP 4006,US,"Vinyl, LP, Album, Mono","Recorded on August 24, 1958.

Tracks' duration source Wikipedia: http://en.wikipedia.org/wiki/Blues_in_Trinity",Jazz,1958,Hard Bop,"Rated 4.33 of 15 votes (55 have, 281 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,Decca Studios,nan,$999.99
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono","This pressing has:
- W 63 street address and no ® and microgroove on the labels
- Deep groove on both sides.
- no Inc. in address on back cover.
-""P"", for Plastylite Recording plant etched.
- RVG stamped in the trail off, both sides.
- Address in back cover should be printed with Serif font as it is considered the first printing. (Fred Cohen's ""A guide for Identifying Original Pressings"" p105)

Miles Davis performs by courtesy of Columbia Records.
Hank Jones performs by courtesy of Capitol Records.
Recorded on March 9, 1958.",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1087 have, 1718 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,Plastylite,$750.00
Sonny Rollins – Moving Out,Prestige – LP 7058,US,"Vinyl, LP, Album, Repress, Mono","#A1-B1: Recorded August 18, 1954
#B2: Recorded October 25, 1954",Jazz,1958,"Bop, Hard Bop","Rated 4.25 of 4 votes (32 have, 69 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,"Abbey Record Manufacturing Co., Inc.","$1,500.00"
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, No ®","Recorded on September 15, 1957.

Initially released in November of 1957. This repress was likely released between 1958 and 1959.

-Cover-
John Coltrane performs by courtesy of Prestige Records, Kenny Drew performs by courtesy of Riverside Records.
High Fidelity
For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 63rd St., New York 23
The track duration does not appear on the release.

This pressing has no ® on the label, HOWEVER, Inc. IS present on the back cover.

Possibly a very early (1957, perhaps 1958) 2nd MONO issue has:
- blue/white deep groove Blue Note Records - Blue Note Records - 47 West 63rd - NYC on BOTH sides
- RVG stamped in the dead wax, both sides,
- ""P"" (otherwise wrongly called ""ear"") for Plastylite etched in the trail off, both sides,
- laminated jacket,
- 47 West 63rd St., New York 23 address on back cover WITH Inc.

Jacket color matches early non-first pressings. Curtis Fuller's face (side of forehead) suffers from a photo defect.",Jazz,1958,Hard Bop,"Rated 4.93 of 15 votes (72 have, 618 want)",Very Good (VG),Sleeve: Good Plus (G+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$750.00
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono","This pressing has:
- W 63 street address and no ® and microgroove on the labels
- Deep groove on both sides.
- no Inc. in address on back cover.
-""P"", for Plastylite Recording plant etched.
- RVG stamped in the trail off, both sides.
- Address in back cover should be printed with Serif font as it is considered the first printing. (Fred Cohen's ""A guide for Identifying Original Pressings"" p105)

Miles Davis performs by courtesy of Columbia Records.
Hank Jones performs by courtesy of Capitol Records.
Recorded on March 9, 1958.",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1087 have, 1718 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.4%,nan,Plastylite,$850.00
Herbie Hancock – Inventions And Dimensions,Blue Note – BLP 4147,US,"Vinyl, LP, Album, Mono","Recorded on August 30, 1963.

Original first pressings can be determined by the following details [also see image section]:

1. 'Deep Groove' stamped in the label paper of side 1 only
2. Address on labels is New York USA
3. Address on back cover is 43 West 31st St., New York 23
4. Deadwax area has the Plastylite pressing plant ""ear"" (pretzel shaped, hand etched ""P"")
5. Deadwax area has the VAN GELDER stamp; the cat.nr. is hand etched
6. Front cover is not laminated

Versions that do not carry the Plastylite ""ear"" (aka the pretzel shaped, etched ""P"") are all reissues, released after Liberty Records bought the Blue Note label and are not first pressings. These and the above details courtesy of the ""Blue Note Records Guide For Identifying Original Pressings"", written by Frederick Cohen from Jazz Record Center, New York.

The nick name of percussionist Osvaldo ""Chihuahua"" Martinez is misspelled on the front cover and reads ""Chihuahau"". This typo survived many reissues, but was finally corrected on the 2006 CD reissue in the RVG Edition series; the front of the booklet there now correctly states ""Chihuahua"".",Jazz,1964,"Free Improvisation, Hard Bop, Modal","Rated 4.52 of 42 votes (169 have, 829 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,$850.00
Sonny Rollins Quintet With Kenny Dorham And Max Roach – Rollins Plays For Bird,Prestige – PRLP 7095,US,"Vinyl, LP, Album, Mono","Prestige Records Inc., 446 W. 50th ST., N. Y. C.
Kenny Dorham credited on Tenor Sax

Recorded on October 5, 1956
Van Gelder Studio, Hackensack, NY",Jazz,1956,Hard Bop,"Rated 4.63 of 19 votes (132 have, 243 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey","Abbey Record Manufacturing Co., Inc.",$700.00
The Dave Bailey Sextet – Bash!,Jazz Line (2) – JAZ-33-01,US,"Vinyl, LP, Album","Recorded at Peter Ind Studio, New York City, 4th October 1961.",Jazz,1961,Hard Bop,"Rated 4.67 of 3 votes (40 have, 133 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,Peter Ind Studio,nan,"$1,599.99"
John Coltrane – Blue Train,"Blue Note – 1577, Blue Note – BLP 1577",US,"Vinyl, LP, Album, Repress, Mono, No ®","Recorded on September 15, 1957.

Initially released in November of 1957. This repress was likely released between 1958 and 1959.

-Cover-
John Coltrane performs by courtesy of Prestige Records, Kenny Drew performs by courtesy of Riverside Records.
High Fidelity
For Complete Catalog Write to BLUE NOTE RECORDS INC., 43 West 63rd St., New York 23
The track duration does not appear on the release.

This pressing has no ® on the label, HOWEVER, Inc. IS present on the back cover.

Possibly a very early (1957, perhaps 1958) 2nd MONO issue has:
- blue/white deep groove Blue Note Records - Blue Note Records - 47 West 63rd - NYC on BOTH sides
- RVG stamped in the dead wax, both sides,
- ""P"" (otherwise wrongly called ""ear"") for Plastylite etched in the trail off, both sides,
- laminated jacket,
- 47 West 63rd St., New York 23 address on back cover WITH Inc.

Jacket color matches early non-first pressings. Curtis Fuller's face (side of forehead) suffers from a photo defect.",Jazz,1958,Hard Bop,"Rated 4.93 of 15 votes (72 have, 618 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.7%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,$900.00
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono","This pressing has:
- W 63 street address and no ® and microgroove on the labels
- Deep groove on both sides.
- no Inc. in address on back cover.
-""P"", for Plastylite Recording plant etched.
- RVG stamped in the trail off, both sides.
- Address in back cover should be printed with Serif font as it is considered the first printing. (Fred Cohen's ""A guide for Identifying Original Pressings"" p105)

Miles Davis performs by courtesy of Columbia Records.
Hank Jones performs by courtesy of Capitol Records.
Recorded on March 9, 1958.",Jazz,May 1958,"Bop, Hard Bop","Rated 4.70 of 194 votes (1087 have, 1718 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.5%,nan,Plastylite,$995.00
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono","Recorded on November 19, 1959.

Wynton Kelly and Paul Chambers performs by courtesy of Vee-Jay Records.
""RVG""-stamp in deadwax.",Jazz,1959,Hard Bop,"Rated 4.71 of 14 votes (92 have, 255 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,"$1,200.00"
Curtis Fuller – Bone & Bari,Blue Note – BLP 1572,US,"Vinyl, LP, Album, Mono","This is the first pressing of this LP, which includes ""RVG"" stamped in deadwax, ""9M"" etched in deadwax, deep groove on 47 W 63 labels, visible Plastylite ear, no R or Inc on labels or record cover, and thicker vinyl typical of Blue Note LPs of the period.

Recorded on August 4, 1957.",Jazz,1957,"Hard Bop, Cool Jazz","Rated 4.61 of 18 votes (55 have, 275 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$1,200.00"
Sonny Red – Out Of The Blue,Blue Note – BLP 4032,US,"Vinyl, LP, Album, Mono","First pressing of this LP has deep groove, Plastylite ""Ear,"" and RVG stamped in deadwax. Later pressings will only have RVG stamp but none of the other aforementioned features.

Labels read ""Blue Note Records Inc 47 West 63rd NYC""

Wynton Kelly and Paul Chambers performs by courtesy of Vee-Jay Records.

Recorded on December 5, 1959.

Also released as BST 84032.",Jazz,1960,Hard Bop,"Rated 4.31 of 13 votes (72 have, 277 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$1,000.00"
"Art Blakey Quintet – A Night At Birdland, Volume 1",Blue Note – BLP 1521,US,"Vinyl, LP, Compilation, Mono","Recorded live on February 21, 1954.

1st original mono issue has:
- deep grooved blue/white Blue Note Records labels with 767 Lexington Ave N.Y.C. addess
- flat edge vinyl with RVG etched and ""P"" (otherwise wrongly called ""ear"") for Plastylite etched in the trail off, both sides
- no address on back cover
- blank spine on cover",Jazz,Jul 1956,Hard Bop,"Rated 4.60 of 20 votes (149 have, 365 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,Birdland,Plastylite,$775.00
Thad Jones / Kenny Burrell / Frank Wess / Mal Waldron / Paul Chambers (3) / Arthur Taylor* – After Hours,Prestige – 7118,US,"Vinyl, LP, Album, Mono","Recorded June 21, 1957. Another in the continuing series of sessions by the same musicians known loosely as the Prestige All Stars

Yellow and black label with 446 W. 50th St., N.Y.C. address.",Jazz,1957,Hard Bop,"Rated 4.55 of 11 votes (64 have, 317 want)",Very Good Plus (VG+),Sleeve: Near Mint (NM or M-),99.4%,"Van Gelder Studio, Hackensack, New Jersey",nan,$666.00
Freddie Redd Quintet – Shades Of Redd,Blue Note – BLP 4045,US,"Vinyl, LP, Album, Mono","Paul Chambers and Louis Hayes performs by courtesy of Vee-Jay Records.

Recorded on August 13, 1960.",Jazz,1961,Hard Bop,"Rated 4.33 of 15 votes (77 have, 276 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),94.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,"$1,500.00"
Cliff Jordan* & John Gilmore – Blowing In From Chicago,Blue Note – BLP 1549,US,"Vinyl, LP, Album, Mono","Recorded on March 3, 1957.

The 1st original mono issue has:
- blue and white Blue Note Records - 47 West 63rd - New York 23 address on deep grooved labels (no ""Inc"" no ®),
- flat rim vinyl,
- RVG etched and P (wrongly called ""ear"") for Plastylite plant in the dead wax, both sides,
- Blue Note Records, 47 West 63rd St., New York 23 address on back-cover (no ""Inc.""),
- blank spine,
- laminated cover",Jazz,May 1957,Hard Bop,"Rated 4.76 of 17 votes (84 have, 495 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$2,250.00"
