Label,Country,Genre,Release_Date,Style,fpress,spress,tpress,original,rare,dgroove,sealed,promo,xnotes,price,artist,album,reclabel,recyear,rating,votes,haves,wants,sleeve_cond_abbr,media_cond_abbr,seller_rating,media_cond_num,sleeve_cond_num
"Savoy Records – ST-13008, Savoy Records – SST-13008",US,Jazz,1959,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,450.0,Yusef Lateef And His Jazz Quintet* , The Fabric Of Jazz,Savoy Records ,59,5.0,3.0,23.0,117.0,VG+,VG+,0.996,6,6
"New Jazz – NJ 8274, New Jazz – NJLP 8274",US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,400.0,Dizzy Reece , Asia Minor,New Jazz ,62,4.17,6.0,44.0,213.0,VG,VG+,0.983,6,5
Blue Note – BLP 1595,US,Jazz,1960,"Bop, Hard Bop",0,1,0,0,0,1,0,0,1,475.24,Cannonball Adderley , Somethin' Else,Blue Note ,60,4.79,19.0,127.0,370.0,VG+,VG+,1.0,6,6
"Prestige – 7084, Prestige – LP 7084, Prestige – PRLP 7084",US,Jazz,1957,Hard Bop,1,1,1,0,0,0,0,0,1,587.99,"Thad Jones - Frank Wess - Teddy Charles - Mal Waldron - Doug Watkins - Elvin Jones, The Prestige All Stars ", Olio,Prestige ,57,4.5,14.0,58.0,236.0,VG+,VG+,0.9990000000000001,6,6
Mercury – 20093 MCL,UK,Jazz,1967,"Hard Bop, Modal",0,0,1,1,0,0,0,0,1,425.0,The Dick Morrissey Quartet , Here And Now And Sounding Good!,Mercury ,67,3.83,6.0,24.0,130.0,VG,VG+,0.9520000000000001,6,5
Prestige – LP 7080,US,Jazz,1956,Hard Bop,0,0,0,0,0,1,0,0,1,500.0,Woods* / Byrd* , The Young Bloods,Prestige ,56,4.6,10.0,50.0,177.0,VG,VG+,1.0,6,5
Blue Note – BLP 1508,US,Jazz,May 1956,Hard Bop,1,0,0,1,0,1,0,0,1,500.0,The Jazz Messengers* , At The Cafe Bohemia Volume 2,Blue Note ,56,4.62,29.0,206.0,411.0,VG+,VG+,1.0,6,6
Riverside Records – RLP 12-226,US,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,550.0,Thelonious Monk , Brilliant Corners,Riverside Records ,57,4.38,56.0,384.0,1063.0,VG+,VG+,1.0,6,6
"Blue Note – BLP 1595, Blue Note – 1595",US,Jazz,May 1958,"Bop, Hard Bop",1,0,0,1,0,1,0,0,1,500.0,Cannonball Adderley , Somethin' Else,Blue Note ,58,4.7,194.0,1087.0,1718.0,F,VG,0.9890000000000001,5,2
Brunswick – 87 912,Germany,Jazz,1963,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,450.0,Michael Naura Quintet* , European Jazz Sounds,Brunswick ,63,4.7,10.0,26.0,188.0,VG,NM or M-,1.0,7,5
Blue Note – BST 84049,US,Jazz,Mar 1961,Hard Bop,1,0,1,0,0,1,0,0,1,500.0,Art Blakey & The Jazz Messengers , A Night In Tunisia,Blue Note ,61,4.62,21.0,134.0,336.0,NM or M-,NM or M-,1.0,7,7
Prestige – PRLP 7166,US,Jazz,Jan 1960,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,450.0,The Miles Davis Quintet , Workin' With The Miles Davis Quintet,Prestige ,60,4.62,101.0,813.0,1036.0,VG+,NM or M-,1.0,7,6
"Prestige – 7076, Prestige – PRLP 7076",US,Jazz,1959,Hard Bop,0,1,0,0,0,1,0,0,1,400.0,Miles Davis All Stars , Walkin',Prestige ,59,0.0,0.0,14.0,17.0,VG+,VG+,1.0,6,6
Blue Note – BLP 4083,US,Jazz,Dec 1961,Hard Bop,0,0,0,0,0,0,0,0,0,400.0,Dexter Gordon , Dexter Calling . . .,Blue Note ,61,4.59,27.0,156.0,329.0,VG+,VG+,0.9990000000000001,6,6
Blue Note – BLP 4182,US,Jazz,1964,Hard Bop,1,0,0,0,0,1,0,0,1,500.0,Wayne Shorter , Juju,Blue Note ,64,4.68,31.0,137.0,707.0,VG,VG,0.9990000000000001,5,5
Blue Note – BLP 4074,US,Jazz,1961,Hard Bop,1,0,1,0,0,1,0,0,1,500.0,Horace Parlan Quintet , On The Spur Of The Moment,Blue Note ,61,4.5,8.0,76.0,195.0,VG+,VG+,1.0,6,6
Blue Note – BLP 4165,US,Jazz,Oct 1964,"Hard Bop, Post Bop",1,0,0,1,0,1,0,0,1,500.0,Jackie McLean , Destination... Out!,Blue Note ,64,4.53,43.0,176.0,494.0,VG+,VG+,0.9990000000000001,6,6
Blue Note – BLP 1521,US,Jazz,Jul 1956,Hard Bop,1,0,0,1,0,1,0,0,1,450.0,Art Blakey Quintet ," A Night At Birdland, Volume 1",Blue Note ,56,4.6,20.0,149.0,365.0,VG+,VG+,0.985,6,6
"Blue Note – 1577, Blue Note – BLP 1577",US,Jazz,1958,Hard Bop,1,1,1,0,0,1,0,0,1,460.0,John Coltrane , Blue Train,Blue Note ,58,4.93,15.0,72.0,618.0,G+,VG+,0.9990000000000001,6,4
Prestige – PRLP 7061,US,Jazz,1956,Hard Bop,0,0,0,0,0,0,0,0,0,420.0,Hank Mobley , Mobley's Message,Prestige ,56,4.5,14.0,70.0,373.0,VG+,G+,0.9990000000000001,4,6
Blue Note – BST-84105,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,500.0,Ike Quebec , It Might As Well Be Spring,Blue Note ,62,4.54,13.0,75.0,155.0,VG,NM or M-,0.9990000000000001,7,5
Riverside Records – RLP 12-236,US,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,577.99,Kenny Drew Quintet / Quartet* , This Is New,Riverside Records ,57,4.0,8.0,47.0,178.0,VG+,NM or M-,0.992,7,6
Atlantic – 1361,US,Jazz,1961,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,500.0,John Coltrane , My Favorite Things,Atlantic ,61,4.0,1.0,14.0,91.0,VG,VG+,0.972,6,5
United Artists Records – UAS 5025,US,Jazz,1959,Hard Bop,0,0,0,1,1,0,1,1,1,499.99,"Thad Jones, Billy Mitchell, Al Grey, Tommy Flanagan, Paul Chambers (3), Elvin Jones ", Motor City Scene,United Artists Records ,59,3.5,2.0,21.0,115.0,VG,VG,1.0,5,5
"Blue Note – 84146, Blue Note – BST 84146",US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,400.0,Dexter Gordon , Our Man In Paris,Blue Note ,66,4.75,16.0,111.0,162.0,VG+,NM or M-,0.997,7,6
Impulse! – A-77,US,Jazz,1965,"Free Jazz, Hard Bop, Modal",0,0,0,0,0,0,0,0,0,400.0,John Coltrane , A Love Supreme,Impulse! ,65,4.68,205.0,1398.0,3685.0,VG+,VG,0.995,5,6
Blue Note – BLP 4070,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,400.0,Stanley Turrentine ," Up At ""Minton's"", Vol. 2",Blue Note ,61,4.55,11.0,89.0,167.0,VG+,VG+,1.0,6,6
Blue Note – BLP 4093,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,499.99,Ike Quebec , Heavy Soul,Blue Note ,62,4.77,26.0,142.0,252.0,VG+,VG+,1.0,6,6
Impulse! – A-6,US,Jazz,Sep 1961,"Free Jazz, Hard Bop, Modal",0,0,0,0,0,0,0,0,0,500.0,The John Coltrane Quartet , Africa / Brass,Impulse! ,61,4.64,42.0,428.0,363.0,NM or M-,VG+,1.0,6,7
Blue Note – BLP 4186,US,Jazz,1965,Hard Bop,0,0,0,0,0,0,0,0,0,499.0,Hank Mobley , The Turnaround,Blue Note ,65,4.66,35.0,197.0,374.0,VG,VG,1.0,5,5
Columbia – CS 8456,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,475.0,Miles Davis Sextet* , Someday My Prince Will Come,Columbia ,61,4.42,57.0,655.0,268.0,NM or M-,NM or M-,0.997,7,7
Blue Note – BLP 4093,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,450.0,Ike Quebec , Heavy Soul,Blue Note ,62,4.77,26.0,142.0,252.0,VG+,VG+,0.9940000000000001,6,6
"Blue Note – 1577, Blue Note – BLP 1577",US,Jazz,1959,Hard Bop,1,0,1,0,0,1,0,0,1,437.39,John Coltrane , Blue Train,Blue Note ,59,4.75,69.0,312.0,989.0,VG,VG,0.9990000000000001,5,5
Prestige – PRLP 7082,US,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,500.0,Hank Mobley Quintet* , Mobley's 2nd Message,Prestige ,57,4.5,8.0,53.0,165.0,VG,VG,1.0,5,5
Blue Note – BLP 1526,US,Jazz,Jul 1956,"Bop, Hard Bop",0,0,1,0,0,0,0,0,1,499.0,Clifford Brown , Memorial Album,Blue Note ,56,5.0,4.0,28.0,78.0,VG,VG+,0.983,6,5
Blue Note – BLP 4010,US,Jazz,1959,Hard Bop,0,0,1,0,0,1,0,0,1,500.0,Bennie Green , Walkin' And Talkin',Blue Note ,59,4.69,13.0,86.0,189.0,NM or M-,NM or M-,1.0,7,7
Blue Note – BLP 4112,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,525.0,Dexter Gordon , Go!,Blue Note ,62,4.67,52.0,310.0,741.0,VG+,VG+,0.996,6,6
Esquire – 32-025,UK,Jazz,1957,Hard Bop,0,0,0,0,0,0,0,0,0,490.0,Sonny Rollins , Plus 4,Esquire ,57,4.5,2.0,26.0,111.0,VG,VG+,1.0,6,5
Blue Note – BLP 4070,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,599.95,Stanley Turrentine ," Up At ""Minton's"", Vol. 2",Blue Note ,61,4.55,11.0,89.0,167.0,VG+,VG+,0.988,6,6
Blue Note – BLP 4147,US,Jazz,1964,"Free Improvisation, Hard Bop, Modal",1,0,0,1,0,1,0,0,1,475.0,Herbie Hancock , Inventions And Dimensions,Blue Note ,64,4.52,42.0,169.0,829.0,VG+,VG,1.0,5,6
"New Jazz – 8252, New Jazz – NJLP 8252",US,Jazz,1961,"Hard Bop, Free Jazz, Modal",0,0,0,0,0,1,0,0,1,400.0,Eric Dolphy , Out There,New Jazz ,61,5.0,1.0,14.0,104.0,VG,NM or M-,1.0,7,5
Blue Note – BLP 1508,US,Jazz,May 1956,Hard Bop,1,0,0,1,0,1,0,0,1,449.8,The Jazz Messengers* , At The Cafe Bohemia Volume 2,Blue Note ,56,4.62,29.0,206.0,411.0,VG,VG+,0.993,6,5
"Riverside Records – RLP 12-318, Riverside Records – RLP 1167",US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,419.6,Nat Adderley , Work Song,Riverside Records ,60,4.75,4.0,37.0,48.0,M,NM or M-,0.997,7,8
Blue Note – BLP 4112,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,525.0,Dexter Gordon , Go!,Blue Note ,62,4.67,52.0,310.0,741.0,VG+,VG+,1.0,6,6
Columbia – CS 8171,US,Jazz,14 Sep 1959,"Hard Bop, Bop",1,0,0,0,0,1,0,0,1,530.0,Charles Mingus , Mingus Ah Um,Columbia ,59,4.78,9.0,70.0,345.0,VG,VG+,0.976,6,5
Blue Note – BLP 5058,US,Jazz,1954,Hard Bop,0,0,0,0,0,1,0,0,1,450.0,Horace Silver Quintet* , Horace Silver Quintet Volume 3,Blue Note ,54,4.5,4.0,36.0,123.0,VG+,NM or M-,0.996,7,6
Blue Note – BLP 4106,US,Jazz,Apr 1963,Hard Bop,1,0,0,0,0,1,0,0,1,500.0,Jackie McLean , Let Freedom Ring,Blue Note ,63,4.56,18.0,98.0,250.0,VG+,NM or M-,0.996,7,6
"Prestige – 7188, Prestige – PRLP 7188",US,Jazz,Jan 1961,Hard Bop,1,1,0,0,0,0,0,0,1,449.99,John Coltrane , Lush Life,Prestige ,61,4.51,76.0,574.0,642.0,VG+,VG+,0.996,6,6
Columbia – CL 1268,US,Jazz,Nov 1959,Hard Bop,0,0,0,0,0,0,0,1,1,425.0,Miles Davis , Jazz Track,Columbia ,59,4.67,9.0,80.0,83.0,VG,VG+,0.997,6,5
Time Records (3) – T 70010,US,Jazz,Apr 1960,Hard Bop,0,0,1,1,0,1,0,0,1,425.0,Sonny Clark Trio , Sonny Clark Trio,Time Records (3) ,60,4.7,10.0,38.0,202.0,VG,G+,1.0,4,5
Riverside Records – RLP 12-304,US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,400.0,Johnny Griffin , The Little Giant,Riverside Records ,59,4.63,8.0,73.0,128.0,VG+,VG+,1.0,6,6
Blue Note – BLP 5058,US,Jazz,1954,Hard Bop,0,0,0,0,0,1,0,0,1,500.0,Horace Silver Quintet* , Horace Silver Quintet Volume 3,Blue Note ,54,4.5,4.0,36.0,123.0,NM or M-,VG+,0.996,6,7
Signature (4) – SM 1039,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,571.62,Donald Byrd , Byrd In Paris,Signature (4) ,60,5.0,1.0,7.0,92.0,VG,VG+,0.978,6,5
Blue Note – BLP 4080,US,Jazz,1961,Hard Bop,1,0,1,0,0,0,0,0,1,455.0,Hank Mobley , Workout,Blue Note ,61,4.53,19.0,111.0,505.0,VG+,VG,0.971,5,6
Blue Note – BLP 1599,US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,513.69,Bennie Green , Soul Stirrin',Blue Note ,58,4.72,18.0,144.0,259.0,VG+,M,0.9990000000000001,8,6
"Prestige – PR 7455, Prestige – PRST 7455",US,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,500.0,Booker Ervin With Dexter Gordon , Setting The Pace,Prestige ,67,3.82,11.0,114.0,90.0,M,M,0.9940000000000001,8,8
Blue Note – BLP 4013,US,Jazz,1959,Hard Bop,0,0,0,0,0,1,0,0,1,439.99,Jackie McLean , New Soil,Blue Note ,59,4.81,21.0,139.0,332.0,VG+,VG+,0.993,6,6
Blue Note – BLP 5069,USA & Canada,Jazz,1955,Hard Bop,1,0,0,1,0,1,0,0,1,550.0,Herbie Nichols , The Prophetic Herbie Nichols Vol. 2,Blue Note ,55,4.8,5.0,23.0,131.0,VG,G+,0.9990000000000001,4,5
Blue Note – BLP 1526,US,Jazz,Jul 1956,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,500.0,Clifford Brown , Memorial Album,Blue Note ,56,4.38,26.0,167.0,288.0,VG,VG,0.972,5,5
Impulse! – A-6,US,Jazz,1961,"Free Jazz, Hard Bop, Modal",0,0,0,0,0,0,0,1,1,599.0,The John Coltrane Quartet , Africa / Brass,Impulse! ,61,5.0,1.0,18.0,197.0,VG,VG+,1.0,6,5
New Jazz – NJLP 8217,US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,425.0,"Tommy Flanagan, John Coltrane, Kenny Burrell, Idrees Sulieman ", The Cats,New Jazz ,59,4.43,21.0,121.0,487.0,VG+,VG,1.0,5,6
"Prestige – NJ 8262, New Jazz – NJ 8262",US,"Jazz, Blues",1964,"Hard Bop, Modal",0,0,0,1,0,0,0,0,1,425.0,Gigi Gryce Featuring Richard Williams , The Rat Race Blues,Prestige ,64,5.0,1.0,2.0,14.0,VG+,NM or M-,1.0,7,6
"New Jazz – 8231, New Jazz – NJLP 8231",US,Jazz,1960,Hard Bop,0,0,0,0,0,1,0,0,1,500.0,Jackie McLean , Makin' The Changes,New Jazz ,60,4.6,15.0,90.0,181.0,VG+,VG+,1.0,6,6
Blue Note – BLP 4149,US,Jazz,1964,Hard Bop,1,0,0,0,0,0,0,0,1,499.99,Hank Mobley , No Room For Squares,Blue Note ,64,4.68,34.0,239.0,633.0,VG+,VG,0.968,5,6
Tempo Records (5) – TAP 15,UK,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,468.0,Tubby Hayes And The Jazz Couriers Featuring Ronnie Scott , The Jazz Couriers,Tempo Records (5) ,58,4.33,6.0,25.0,136.0,VG,VG,0.9520000000000001,5,5
Blue Note – BLP 1581,US,Jazz,Dec 1957,"Hard Bop, Bop",1,0,1,1,0,1,0,0,1,550.5,Sonny Rollins ," A Night At The ""Village Vanguard""",Blue Note ,57,4.61,44.0,295.0,495.0,VG+,VG+,0.988,6,6
"Prestige – 7200, Prestige – PRLP 7200",US,Jazz,1961,Hard Bop,1,0,0,0,0,0,0,0,1,450.0,The Miles Davis Quintet , Steamin' With The Miles Davis Quintet,Prestige ,61,4.56,82.0,836.0,648.0,NM or M-,NM or M-,0.995,7,7
"Prestige – NJLP 8235, New Jazz – NJLP 8235",US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,500.0,Benny Golson , Gone With Golson,Prestige ,60,4.7,10.0,66.0,165.0,VG+,VG,1.0,5,6
Blue Note – BST-84133,US,Jazz,1962,Hard Bop,1,0,0,1,0,0,0,0,1,425.0,Dexter Gordon , A Swingin' Affair,Blue Note ,62,4.63,8.0,108.0,196.0,NM or M-,NM or M-,1.0,7,7
Riverside Records – RLP-1135,US,Jazz,1963,"Hard Bop, Cool Jazz",0,1,0,0,0,1,0,0,1,419.0,Chet Baker , Chet,Riverside Records ,63,5.0,5.0,20.0,203.0,VG+,NM or M-,1.0,7,6
Blue Note – BLP-4008,US,Jazz,1959,"Bop, Hard Bop",1,0,1,1,0,1,0,0,1,418.0,The Horace Silver Quintet , Finger Poppin' With The Horace Silver Quintet,Blue Note ,59,4.44,48.0,345.0,301.0,VG+,VG+,0.9520000000000001,6,6
Blue Note – BST 84163,US,Jazz,Aug 1964,"Hard Bop, Free Jazz, Modal, Post Bop",0,0,0,0,0,0,0,0,0,502.64,Eric Dolphy , Out To Lunch!,Blue Note ,64,4.62,85.0,419.0,1187.0,VG+,VG+,1.0,6,6
Columbia – CL 1370,US,Jazz,1959,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,499.99,Charles Mingus , Mingus Ah Um,Columbia ,59,4.38,16.0,82.0,467.0,VG+,VG+,1.0,6,6
Prestige – PRLP 7076,US,Jazz,1957,Hard Bop,1,0,0,0,0,0,0,0,1,499.99,Miles Davis All Stars , Walkin',Prestige ,57,4.5,30.0,311.0,340.0,NM or M-,NM or M-,1.0,7,7
Blue Note – BLP 4070,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,550.0,Stanley Turrentine ," Up At ""Minton's"", Vol. 2",Blue Note ,61,4.55,11.0,89.0,167.0,VG,VG,1.0,5,5
Prestige – PRLP-7126,US,Jazz,1958,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,425.0,Sonny Rollins , Tour De Force,Prestige ,58,4.53,15.0,88.0,155.0,VG+,NM or M-,1.0,7,6
Blue Note – BLP 1542,US,Jazz,1966,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,411.77,Sonny Rollins , Sonny Rollins Volume 1,Blue Note ,66,4.75,4.0,18.0,73.0,VG+,VG+,0.992,6,6
Blue Note – BLP 1508,US,Jazz,May 1956,Hard Bop,1,0,0,1,0,1,0,0,1,468.0,The Jazz Messengers* , At The Cafe Bohemia Volume 2,Blue Note ,56,4.62,29.0,206.0,411.0,VG+,VG,0.996,5,6
Blue Note – BLP 4048,US,Jazz,1966,"Hard Bop, Latin Jazz",0,0,1,0,0,1,0,0,1,445.15,Donald Byrd , Byrd In Flight,Blue Note ,66,5.0,1.0,1.0,11.0,VG,VG,1.0,5,5
Blue Note – BLP 1527,US,Jazz,1956,Hard Bop,0,0,0,0,0,0,0,0,0,599.99,Thad Jones , The Magnificent Thad Jones,Blue Note ,56,4.56,16.0,92.0,429.0,VG,VG,1.0,5,5
New Jazz – NJLP 8217,US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,499.0,"Tommy Flanagan, John Coltrane, Kenny Burrell, Idrees Sulieman ", The Cats,New Jazz ,59,4.43,21.0,121.0,487.0,VG,VG+,0.995,6,5
"Vee Jay Records – VJLP 3006, Vee Jay Records – VEE JAY LP 3006",US,Jazz,1959,Hard Bop,0,0,0,1,1,0,1,1,1,400.0,Wayne Shorter , Introducing Wayne Shorter,Vee Jay Records ,59,3.85,13.0,108.0,240.0,NM or M-,NM or M-,1.0,7,7
"Blue Note – 4179, Blue Note – BLP 4179",US,Jazz,Jun 1965,Hard Bop,0,0,0,0,0,0,0,0,0,400.0,Jackie McLean , It's Time!,Blue Note ,65,4.53,19.0,129.0,365.0,VG+,VG,1.0,5,6
Blue Note – BLP 4010,US,Jazz,1959,Hard Bop,0,0,1,0,0,1,0,0,1,390.0,Bennie Green , Walkin' And Talkin',Blue Note ,59,4.69,13.0,86.0,189.0,VG+,VG+,1.0,6,6
Prestige – PRLP-7007,US,Jazz,1956,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,350.0,Miles Davis Quartet* , The Musings Of Miles,Prestige ,56,4.0,1.0,28.0,85.0,VG,VG+,0.9990000000000001,6,5
Blue Note – BLP 1566,US,Jazz,1959,"Hard Bop, Soul-Jazz",1,1,0,1,0,1,0,0,1,382.79,Lou Donaldson Quintet , Swing And Soul,Blue Note ,59,5.0,2.0,9.0,60.0,VG,VG,0.9990000000000001,5,5
"Prestige – LP 7105, Prestige – PRLP 7105",US,Jazz,1958,Hard Bop,0,1,0,0,0,0,0,0,1,330.0,John Coltrane , Coltrane,Prestige ,58,4.83,12.0,64.0,241.0,VG+,VG+,0.998,6,6
"Blue Note – 4184, Blue Note – BLP 4184",US,Jazz,1965,"Post Bop, Hard Bop",1,0,0,0,0,0,0,0,1,350.0,Sam Rivers , Fuchsia Swing Song,Blue Note ,65,4.41,22.0,102.0,407.0,VG,VG+,1.0,6,5
Prestige – 7110,US,Jazz,Oct 1957,Hard Bop,0,0,0,0,0,0,0,0,0,333.0,Gene Ammons All Stars* , Jammin' In Hi Fi With Gene Ammons,Prestige ,57,4.0,2.0,42.0,109.0,NM or M-,VG+,0.9940000000000001,6,7
Blue Note – BLP 1581,US,Jazz,Dec 1957,"Hard Bop, Bop",1,0,1,1,0,1,0,0,1,400.0,Sonny Rollins ," A Night At The ""Village Vanguard""",Blue Note ,57,4.61,44.0,295.0,495.0,NM or M-,VG,1.0,5,7
JAZZLAND – JLP 920s,US,Jazz,1960,Hard Bop,0,0,0,0,0,0,0,0,0,375.0,Harold Land , West Coast Blues!,JAZZLAND ,60,5.0,3.0,16.0,36.0,VG+,VG+,0.97,6,6
Blue Note – BST 84173,US,Jazz,1964,Hard Bop,0,0,0,1,0,1,0,0,1,325.0,Wayne Shorter , Night Dreamer,Blue Note ,64,4.46,37.0,145.0,503.0,VG+,VG,1.0,5,6
Blue Note – BLP 4169,US,Jazz,1966,Hard Bop,0,1,0,0,0,0,0,0,1,395.0,Lee Morgan , Search For The New Land,Blue Note ,66,4.64,11.0,99.0,248.0,VG+,M,1.0,8,6
Prestige – PRLP 7017,US,Jazz,1956,"Bop, Hard Bop, Cool Jazz",0,0,0,0,0,1,0,0,1,375.0,Art Farmer Quintet Featuring Gigi Gryce , Art Farmer Quintet Featuring Gigi Gryce,Prestige ,56,4.5,6.0,31.0,161.0,VG+,VG+,1.0,6,6
"Protone Hi-Fi Records And Recorded Tapes – HBS-133-LP, Protone Hi-Fi Records And Recorded Tapes – 133-LP",US,Jazz,1964,"Modal, Hard Bop, Soul-Jazz",0,0,0,1,1,0,1,1,1,359.99,The Hank Bagby Soultet , Opus One,Protone Hi-Fi Records And Recorded Tapes ,64,4.4,5.0,16.0,86.0,VG,VG,1.0,5,5
Blue Note – BLP 4070,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,350.0,Stanley Turrentine ," Up At ""Minton's"", Vol. 2",Blue Note ,61,4.55,11.0,89.0,167.0,VG,VG,1.0,5,5
Impulse! – AS-77,US,Jazz,1965,"Free Jazz, Hard Bop, Modal",0,0,0,0,0,0,0,0,0,350.0,John Coltrane , A Love Supreme,Impulse! ,65,4.67,12.0,53.0,375.0,VG+,VG+,1.0,6,6
Blue Note – BLP 1558,US,Jazz,Sep 1957,Hard Bop,1,1,1,1,0,1,0,0,1,325.0,Sonny Rollins , Volume 2,Blue Note ,57,4.6,5.0,23.0,103.0,VG,VG,1.0,5,5
"Prestige – PRLP 7094, Prestige – Prestige 7094",US,Jazz,1958,Hard Bop,0,1,0,0,0,0,0,0,1,319.99,The Miles Davis Quintet , Cookin' With The Miles Davis Quintet,Prestige ,58,4.82,34.0,315.0,259.0,NM or M-,NM or M-,0.996,7,7
Blue Note – BLP 4165,US,Jazz,Oct 1964,"Hard Bop, Post Bop",1,0,0,1,0,1,0,0,1,369.36,Jackie McLean , Destination... Out!,Blue Note ,64,4.53,43.0,176.0,494.0,G+,VG,1.0,5,4
Blue Note – BLP 1521,US,Jazz,Jul 1956,Hard Bop,1,0,0,1,0,1,0,0,1,350.0,Art Blakey Quintet ," A Night At Birdland, Volume 1",Blue Note ,56,4.6,20.0,149.0,365.0,VG+,VG+,0.985,6,6
RCA Victor – PC-1042,Canada,Jazz,1964,"Hard Bop, Cool Jazz",0,0,0,0,0,0,0,0,0,400.0,Nick Ayoub Quintet , The Montreal Scene,RCA Victor ,64,4.25,4.0,44.0,157.0,NM or M-,NM or M-,1.0,7,7
Fontana – TFL 5035,UK,Jazz,1958,"Modal, Hard Bop",0,0,0,1,1,0,1,1,1,345.0,Miles Davis , Milestones,Fontana ,58,4.41,17.0,156.0,342.0,VG+,NM or M-,1.0,7,6
"Blue Note – ST-84101, Blue Note – BST 84101",US,Jazz,1961,"Hard Bop, Soul-Jazz, Post Bop",0,0,0,1,1,0,1,1,1,399.99,Donald Byrd , Royal Flush,Blue Note ,61,4.65,17.0,123.0,262.0,VG+,VG+,1.0,6,6
Blue Note – BLP 4042,US,Jazz,Sep 1960,Hard Bop,1,0,1,1,0,1,0,0,1,349.99,The Horace Silver Quintet , Horace-Scope,Blue Note ,60,4.29,48.0,354.0,269.0,VG+,VG+,1.0,6,6
ABC-Paramount – ABC-122,US,Jazz,1956,Hard Bop,1,0,0,0,0,1,0,0,1,375.0,Kenny Dorham And The Jazz Prophets , Vol. 1,ABC-Paramount ,56,4.7,10.0,68.0,130.0,VG,VG+,1.0,6,5
Blue Note – BLP 1542,US,Jazz,Jan 1957,"Bop, Hard Bop",1,0,1,1,0,1,0,0,1,389.4,Sonny Rollins , Sonny Rollins Volume 1,Blue Note ,57,4.35,20.0,101.0,256.0,G+,VG,0.9640000000000001,5,4
Impulse! – A-77,US,Jazz,1965,"Free Jazz, Hard Bop, Modal",0,0,0,0,0,0,0,0,0,350.0,John Coltrane , A Love Supreme,Impulse! ,65,4.68,205.0,1398.0,3685.0,G,VG,0.9890000000000001,5,3
Impulse! – A-40,US,Jazz,1963,"Ballad, Vocal, Hard Bop",0,0,0,0,0,0,0,0,0,324.41,John Coltrane And Johnny Hartman , John Coltrane And Johnny Hartman,Impulse! ,63,4.38,60.0,497.0,654.0,NM or M-,NM or M-,0.985,7,7
Blue Note – BLP 4087,US,Jazz,1961,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,399.99,Leo Parker , Let Me Tell You 'Bout It,Blue Note ,61,4.56,9.0,104.0,157.0,VG+,NM or M-,1.0,7,6
Blue Note – BLP 1595,US,Jazz,1959,"Bop, Hard Bop",1,0,1,0,0,0,0,1,1,399.99,Cannonball Adderley , Somethin' Else,Blue Note ,59,4.92,12.0,99.0,389.0,VG+,VG,1.0,5,6
Blue Note – BST 84183,US,Jazz,1965,"Soul-Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,379.99,Grant Green , Talkin' About,Blue Note ,65,4.56,9.0,87.0,227.0,VG+,VG+,0.9990000000000001,6,6
Blue Note – BLP 4086,US,Jazz,Feb 1962,"Soul-Jazz, Hard Bop",1,0,0,0,0,0,0,0,1,324.41,Grant Green , Grantstand,Blue Note ,62,4.34,29.0,179.0,359.0,VG,VG+,0.985,6,5
