Artist_Album,Label,Country,Format,Notes,Genre,Release_Date,Style,Rate_Haves_Wants,Media_Condition,Sleeve_Condition,Seller_Rating,Recorded_at,Pressed_by,Price
Tim Buckley – Starsailor,"Straight – WS 1881, Warner Bros. Records – WS 1881",US,"Vinyl, LP, Album, Pitman Pressing","Release has Straight and WB logos in the lower right corner of front cover. Label is red and says, ""Straight Records, a division of Bizarre Inc., 5455 Wilshire Blvd., Suite 1700, Los Angeles, 90036""","Jazz, Rock, Folk, World, & Country",1970,"Folk Rock, Psychedelic Rock","Rated 4.28 of 97 votes (821 have, 672 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),98.8%,nan,"Columbia Records Pressing Plant, Pitman","$2,200.00"
The Dave Bailey Sextet – Bash!,Jazz Line (2) – JAZ-33-01,US,"Vinyl, LP, Album","Recorded at Peter Ind Studio, New York City, 4th October 1961.",Jazz,1961,Hard Bop,"Rated 4.67 of 3 votes (40 have, 133 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,Peter Ind Studio,nan,"$1,599.99"
Curtis Fuller – Volume 3,Blue Note – BLP 1583,US,"Vinyl, LP, Mono","Recorded on December 1, 1957.
The release of the album was originally planned for May 1958 but it was shelved until Dec 1960.

Art Farmer performs by couresy of ABC-Paramount.

-Record has a beaded rim.
-Deep groove on both sides.
-47 west 63rd address on both labels.
-Plastylite ""ear"" mark on run out on both sides. RVG stamped.
-Laminated cover with blank spine.
-Address on back cover is: Blue Note Records, 47 West 63rd St., New York 23",Jazz,Dec 1960,,"Rated 4.67 of 21 votes (76 have, 390 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$1,299.00"
"Lys Assia und die Johnston Brothers* – Apples, Peaches And Cherries / Words Of Love",Decca – 45-1578,UK,"Vinyl, 7"", 45 RPM, Promo",nan,"Jazz, Pop",1955,Vocal,"Rated 5.00 of 2 votes (2 have, 3 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),92.5%,nan,nan,"$3,789.99"
Ima Sumack* – Canta El Alma De Los Incas,Odeon – LD 1075,Peru,"Vinyl, 10"", 33 ⅓ RPM, Mono","Recorded in Argentina in 1943.
Glossy black labels with gray/silver text.

Odeon
Industria Peruana
Perú - 4414 LD - 35217 [side A]
Perú - 4414 LD - 35218 [side B]

EJECUCION PUBLICA Y RADIOTRANSMISION RESERVADAS
ELECTRICAS Y MUSICALES PERUANAS S.A.

LONG PLAYING [Odeon Logo] LARGA DURACION

CANTA EL ALMA DE LOS INCAS
IMMA SUMACK soprano con accomp. de Conj,
Folklorico Peruano de MOISES VIVANCO

LD 1045-A [Side A]
LD 1045-B [Side B]

Agencia PHILCO S.A.
TELEFONO 38910 - 33263
LA MERCED 650 - LIMA","Jazz, Latin, Pop, Folk, World, & Country",1955,"Easy Listening, Folk, Quechua, Vocal","Rated 5.00 of 3 votes (4 have, 9 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$1,850.00"
Dinah Washington – Dinah '62,Roulette – SR 25170,US,"Vinyl, LP, Album, Stereo","Recorded at Bell Studios, NYC in March 1962.",Jazz,1962,,"Rated 3.60 of 20 votes (275 have, 55 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$1,459.00"
Dizzy Reece – Star Bright,Blue Note – BLP 4023,US,"Vinyl, LP, Album, Mono","Recorded on November 19, 1959.

Wynton Kelly and Paul Chambers performs by courtesy of Vee-Jay Records.
""RVG""-stamp in deadwax.",Jazz,1959,Hard Bop,"Rated 4.71 of 14 votes (92 have, 255 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),99.5%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,"$1,200.00"
Curtis Fuller – Bone & Bari,Blue Note – BLP 1572,US,"Vinyl, LP, Album, Mono","This is the first pressing of this LP, which includes ""RVG"" stamped in deadwax, ""9M"" etched in deadwax, deep groove on 47 W 63 labels, visible Plastylite ear, no R or Inc on labels or record cover, and thicker vinyl typical of Blue Note LPs of the period.

Recorded on August 4, 1957.",Jazz,1957,"Hard Bop, Cool Jazz","Rated 4.61 of 18 votes (55 have, 275 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$1,200.00"
Freddie Redd Quintet – Shades Of Redd,Blue Note – BLP 4045,US,"Vinyl, LP, Album, Mono","Paul Chambers and Louis Hayes performs by courtesy of Vee-Jay Records.

Recorded on August 13, 1960.",Jazz,1961,Hard Bop,"Rated 4.33 of 15 votes (77 have, 276 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),94.4%,"Van Gelder Studio, Englewood Cliffs, New Jersey",nan,"$1,500.00"
Cliff Jordan* & John Gilmore – Blowing In From Chicago,Blue Note – BLP 1549,US,"Vinyl, LP, Album, Mono","Recorded on March 3, 1957.

The 1st original mono issue has:
- blue and white Blue Note Records - 47 West 63rd - New York 23 address on deep grooved labels (no ""Inc"" no ®),
- flat rim vinyl,
- RVG etched and P (wrongly called ""ear"") for Plastylite plant in the dead wax, both sides,
- Blue Note Records, 47 West 63rd St., New York 23 address on back-cover (no ""Inc.""),
- blank spine,
- laminated cover",Jazz,May 1957,Hard Bop,"Rated 4.76 of 17 votes (84 have, 495 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$2,250.00"
Art Pepper – Surf Ride,Savoy Records – MG 12089,US,"Vinyl, LP, Album, Mono",nan,Jazz,1956,,"Rated 4.73 of 11 votes (55 have, 213 want)",Mint (M),Sleeve: Near Mint (NM or M-),99.6%,nan,nan,"$1,495.50"
Louis Armstrong And The All Stars* – Satchmo At Pasadena Vol. 1,Decca – 9-336,Canada,"4 × Vinyl, 7"", 45 RPM, Album
Box Set",nan,Jazz,1952,Dixieland,"Rated 5.00 of 1 votes (4 have, 2 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),92.5%,nan,nan,"$1,695.00"
Judy Garland – Judy At Carnegie Hall - Judy In Person,"Capitol Records – SWBO 1569, Capitol Records – SWBO-1569",US,"2 × Vinyl, LP, Album, Stereo, Gatefold","Recorded live and complete at Carnegie Hall - April 23, 1961.

Issued in gate fold sleeve.

SWBO 1569 appears on the sleeve (spine, upper spine)
SWBO-1569 appears on the labels.

On sleeve (inside the gate fold): Made in U.S.A. - Factories: Scranton, PA. - Los Angeles, Calif.
Over this there is a printed warning that is not present in later reissues: ""This stereo record should be played only with a stereo cartridge and needle to avoid damage"".",Jazz,1961,"Big Band, Easy Listening","Rated 4.20 of 45 votes (874 have, 51 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Carnegie Hall,nan,"$1,559.00"
Tommy Flanagan – Overseas,Prestige – PRLP 7134,US,"Vinyl, LP, Album, Mono","Recorded in Stockholm; August 15, 1957.",Jazz,1958,Bop,"Rated 4.59 of 17 votes (51 have, 424 want)",Very Good (VG),Sleeve: Very Good (VG),99.9%,nan,nan,"$2,915.99"
Cannonball Adderley – Somethin' Else,"Blue Note – BLP 1595, Blue Note – 1595",US,"Vinyl, LP, Album, Mono","This pressing has:
- W 63 street address.
- No ® and ""Blue Note Inc"" on side 1 label, but ® and ""Blue Note Inc"" are present on side 2 label.
- Deep groove on both sides.
- no Inc. in address on back cover.
-""P"", for Plastylite Recording plant etched.
- RVG stamped in the trail off, both sides.

Miles Davis performs by courtesy of Columbia Records.
Hank Jones performs by courtesy of Capitol Records.
Recorded on March 9, 1958.",Jazz,May 1958,"Bop, Hard Bop","No Rating Yet (7 have, 75 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,Plastylite,"$1,200.00"
Lee Morgan – Search For The New Land,Blue Note – BLP 4169,US,"Vinyl, LP, Album, Mono","Blue Note Records Inc. - New York USA address blue and white labels.

With ear or p symbol. VAN GELDER stamped in dead wax.

""27 Years Blue Note"" inner sleeve.

Recorded on February 15, 1964.",Jazz,1966,Hard Bop,"Rated 4.54 of 59 votes (359 have, 752 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Englewood Cliffs, New Jersey",Plastylite,"$2,000.00"
Pete Brown & Piblokto! – Thousands On A Raft,Harvest – 3C 062-04566,Italy,"Vinyl, LP, Album",Released in a fold-out cover.,"Jazz, Rock, Blues",1970,"Experimental, Prog Rock","Rated 5.00 of 2 votes (12 have, 67 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),nan,nan,nan,"$5,000.00"
Les McCann Ltd. – The Gospel Truth,"Pacific Jazz – ST-69, Pacific Jazz – PJ-69",US,"Vinyl, LP, Album, Stereo, Red","Red translucent vinyl with a few black swirls.

A Richard Bock Production. Audio - Richard Bock.

First cat. # on labels only. (ST-69)
Second cat. # on back sleeve only (PJ-69)
Third cat. # on spine only (Pacific Jazz 69)",Jazz,1963,Gospel,"Rated 4.50 of 2 votes (23 have, 5 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,Pacific Jazz Studios,nan,"$1,559.00"
Hank Mobley With Donald Byrd And Lee Morgan – Hank Mobley With Donald Byrd And Lee Morgan,Blue Note – BLP 1540,US,"Vinyl, LP, Album, Mono","Recorded on November 25, 1956.",Jazz,1957,Hard Bop,"Rated 4.57 of 14 votes (65 have, 524 want)",Very Good (VG),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",nan,"$1,850.00"
Serge Gainsbourg – N°4,Philips – B 76.553 R,France,"Vinyl, 10"", Album","Un visage très pâle que la lumière crue du projecteur rend presque blafard; des oreilles colorées comme par un jour de grand froid; un regard ironique mal caché par les paupières lourdes; un demi-sourire pincé; des mains qui se tordent et se crispent, à peine visibles dans la zone d'ombre; ainsi, devant les spectateurs de «La Tête de l'Art», se présente l'étonnant Serge GAINSBOURG.
Curieux, narquois, diabolique, ses chansons ne sont pas passionnées, intelligentes et froides plutôt. Pas de fleurs ni de mélodrame. Il est misogyne, ne crois pas à l'amour d'une femme; des déceptions nombreuses qu'il chante sans révolte et sans colère. De là son cynisme, pas celui du Don Juan blessé, mais celui du désabusé qui, n'ayant pour séduire ni le charme ni l'argent, rend durement les coups reçus. Cynisme donc. Pourtant en grattant un peu, on trouve souvent la tendresse chez Gainsbourg. Une tendresse pudique, qui se cache. Et cependant, il n'accepte pas de paraître tendre, il veut inquiéter. Plus qu'inquiétant, il est inquiet, tourmenté: un romantique moderne, amoureux du jazz et de l'humour noir mais qui finira un jour par chanter l'amour fou. L'heure de Gainsbourg viendra, je la crois proche.
Lucien RIOUX, «France-Observateur», 26-4-62.

Recorded 14, 16, 20, 21, 28 March and 3, 16 April 1962 at Studio Blanqui, Paris.","Jazz, Pop",23 May 1962,Chanson,"Rated 4.56 of 25 votes (67 have, 558 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,Studio Blanqui,nan,"$1,250.00"
Louis Armstrong And The All Stars* – Satchmo At Pasadena Vol. 1,Decca – 9-336,Canada,"4 × Vinyl, 7"", 45 RPM, Album
Box Set",nan,Jazz,1952,Dixieland,"Rated 5.00 of 1 votes (4 have, 2 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$1,395.00"
Chet Baker – Plays And Sings,"World Pacific Jazz – ST-20138, Pacific Jazz – ST-20138",US,"Vinyl, LP, Compilation, Unipack","Label variation most easily identified by smaller ""Stereo"" at top of labels and ""Chet Baker / Plays & Sings"" beneath it is left-justified.",Jazz,1968,"Cool Jazz, Vocal","Rated 4.67 of 3 votes (47 have, 11 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$1,659.00"
T. Yokota* And The Beat Generation (2) – Flute Adventure: Le Soleil Était Encore Chaud = 太陽はまだ暑く燃えていた…,London Records – SKK(L)3005,Japan,"Vinyl, LP, Album",nan,Jazz,1970,"Free Jazz, Soul-Jazz, Jazz-Rock","Rated 4.91 of 11 votes (16 have, 430 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),99.9%,nan,nan,"$2,700.00"
Dorothy Donegan – At The Embers With Dorothy Donegan,Gotham Recording Corporation – 0000,USA & Canada,"Vinyl, LP, Test Pressing","33 1/3 RPM Long Playing on typed Gotham Label with Gotham Recording Corporation 2 West 46th St New York
Dated 5/7/63 on label. There is NO title on label. No etching on runout.",Jazz,07 May 1963,,"No Rating Yet (0 have, 2 want)",Very Good (VG),Sleeve: No Cover,99.9%,nan,nan,"$2,000.00"
Ella Fitzgerald – Ella Wishes You A Swinging Christmas,Verve Records – MG V-4042,US,"Vinyl, LP, Album, Mono","Black label with silver text. Rim print on bottom reads ""Long Playing Microgroove Verve Records, Inc. - Made In U S A.""",Jazz,1960,Vocal,"Rated 4.50 of 28 votes (349 have, 219 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,nan,nan,"$1,559.99"
"Hasting's Street Opera – ""Slippery When Wet""",Not On Label – Wynwood Music,US,"Vinyl, LP","All Selections Wynwood Music, Inc.-BMI
Musicans:
Cro-Magnon Man Flute
Bumble Bee Electric Lester; Schmalz
Mole Fender Jazz Bass, Acoustic Guitar
H. Root Wellott Drum, Gee-Whiz Teen appeal
Woody Carland Piano
Featuring
Uncle Charley at the 1 track","Jazz, Rock",1969,"Psychedelic Rock, Easy Listening","Rated 3.25 of 4 votes (6 have, 39 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$2,500.00"
Earl Bostic – By Popular Demand,King Records (3) – 786,US,"Vinyl, LP, Album, Limited Edition, Special Edition, Mono, Orange Label 1st Edition","Orange ""FIRST EDITION"" Disc Label with Black print, large (3-inch) uncrowned ""KING"" lettering along top rim.

Red Award Ribbon on Back of Cover STAMP ""1st Edition - Limited Edition - KING Bethlehem""

Heavy 180g-220g Disc Deep Groove Pressing

STOOPID SUPER RARE UNDOCUMENTED PRESSING!!!!!!!!!!!!!!!!!!!!!!","Jazz, Funk / Soul",1961,,"Rated 5.00 of 1 votes (1 have, 0 want)",Very Good (VG),Sleeve: Poor (P),98.6%,nan,nan,"$9,999.99"
Charlie Parker – Bird Blows The Blues,Dial Records (3) – DIAL LP 901,US,"Vinyl, LP, Compilation, Red",nan,Jazz,1949,Bop,"Rated 3.50 of 2 votes (5 have, 72 want)",Very Good Plus (VG+),Sleeve: No Cover,100.0%,nan,nan,"$2,000.00"
Quincy Jones – In The Heat Of The Night: Original Motion Picture Soundtrack,United Artists Records – YS-940-UA,Japan,"Vinyl, LP, Album, Stereo","with obi
Japanese original jacket
First edition in Japan","Jazz, Funk / Soul, Stage & Screen",1967,"Soul-Jazz, Soundtrack, Score, Theme","Rated 5.00 of 1 votes (1 have, 21 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),98.3%,nan,nan,"$2,499.00"
"Al Jolson – The Jolson Story ""Rock-A-Bye Your Baby...""",Decca – DL 9035,US,"Vinyl, LP, Compilation",nan,"Jazz, Pop",1957,Vocal,"Rated 3.52 of 23 votes (364 have, 7 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$1,999.99"
John Coltrane – A Love Supreme,Impulse! – A-77,US,"Vinyl, LP, Album, Mono, Gatefold","Recorded December 9th, 1964.

This is the variant with side indications on the labels. There is another variant
without side indications on the labels

""A Product of ABC-Paramount Records Inc."" printed at bottom of labels

The thick cardstock gatefold sleeve has a heavily laminated glossy finish but the inside
of the gatefold does not.",Jazz,1965,"Free Jazz, Hard Bop, Modal","Rated 4.68 of 205 votes (1398 have, 3693 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$1,500.00"
Oscar Peterson Trio* With Milt Jackson – Very Tall,"Verve Records – V-8429, Verve Records – V6-8429",US,"Vinyl, LP, Album, Stereo","Recorded in New York City

Gatefold sleeve.

Different from other stereo releases in that the cover has release number V-8429, which was the code for the mono release. There is a ""Stereophonic"" sticker to the right of the mono code. The code on the actual LP is V6-8429 which is the correct code for the stereo release. See photos.",Jazz,1962,,"Rated 4.50 of 4 votes (30 have, 39 want)",Near Mint (NM or M-),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$1,659.00"
Billy Ward And His Dominoes – Billy Ward And His Dominoes Featuring Clyde McPhatter,Federal (5) – 548,US,"Vinyl, LP, Album",nan,"Jazz, Rock",1956,"Rhythm & Blues, Doo Wop","Rated 4.40 of 5 votes (21 have, 91 want)",Near Mint (NM or M-),Sleeve: Very Good (VG),98.1%,nan,nan,"$1,200.00"
Curtis Fuller – The Opener,Blue Note – BLP 1567,US,"Vinyl, LP, Album, Mono","Recorded on June 16, 1957.",Jazz,1957,Hard Bop,"Rated 4.50 of 16 votes (68 have, 387 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),97.1%,"Van Gelder Studio, Hackensack, New Jersey",nan,"$1,400.00"
Bill Evans Trio* Featuring Scott La Faro* – Sunday At The Village Vanguard,Riverside Records – RLP 9376,US,"Vinyl, LP, Album, Stereo","Recorded (live) at The Village Vanguard, New York City; June 25, 1961.

1st stereo editions",Jazz,1961,,"Rated 4.86 of 7 votes (48 have, 369 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),100.0%,Village Vanguard,nan,"$2,500.00"
Charlie Parker – Charlie Parker Sextet,Dial Records (3) – 207,US,"Vinyl, LP, 10"", Album, Mono",Deep Groove,Jazz,1950,Bop,"Rated 4.43 of 7 votes (25 have, 275 want)",Very Good Plus (VG+),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$1,699.99"
Miles Davis – Bitches Brew,Columbia – GP 26,US,"2 × Vinyl, LP, Album, Stereo, Santa Maria Pressing","1st pressing on ""two-eye"" Columbia labels. This version pressed at Columbia Records Pressing Plant, Santa Maria, as indicated by the 'S' in the runouts. Mastered by Customatrix, as per the 'o' in runouts.

A nearly identical and presumably later Santa Maria two-eye pressing also exists, with a credit reading only ""-W. Shorter -"" on track D2 (no ""M. Davis-""), as per Bitches Brew.

Differs from the Columbia Records Pressing Plant, Terre Haute 1st pressing (Bitches Brew), and the Columbia Records Pressing Plant, Pitman 1st pressing (Bitches Brew).

Released in a gatefold jacket.

Interior gatefold panel:
Manufactured by Columbia Records/CBS, Inc./51 W. 52 Street, New York, N.Y./ ® ""Columbia,"" Marcas Reg. Printed in U.S.A.

Full title printed on the front cover: ""Directions In Music By Miles Davis Miles Davis Bitches Brew"".",Jazz,Jun 1970,Fusion,"Rated 4.63 of 688 votes (5675 have, 6074 want)",Near Mint (NM or M-),Sleeve: Near Mint (NM or M-),nan,nan,"Columbia Records Pressing Plant, Santa Maria","$1,259.00"
Hank Mobley - Lee Morgan – Peckin' Time,Blue Note – BLP 1574,US,"Vinyl, LP, Album, Mono","Recorded on February 9, 1958.

1st original issue has:
- blue/white deep grooved Blue Note Records - 47 West 63rd - NYC address (no ® and no Inc),
- RVG stamped and ""P"" (wrongly called ""ear"") for Plastylite plant etched in the dead wax, both sides,
- laminated cover with 47 West 63rd St., New York 23 address on back (no Inc.).",Jazz,Nov 1959,Hard Bop,"Rated 4.50 of 18 votes (68 have, 483 want)",Very Good Plus (VG+),Sleeve: Very Good (VG),100.0%,"Van Gelder Studio, Hackensack, New Jersey",Plastylite,"$1,499.99"
Donald Byrd – Byrd Jazz,Transition – TRLP 5,US,"Vinyl, LP, Album","Recorded on August 23, 1955
Recorded at New World Stage Theatre, Detroit, Michigan",Jazz,1956,Hard Bop,"Rated 4.45 of 11 votes (28 have, 478 want)",Near Mint (NM or M-),Sleeve: No Cover,99.2%,New World Stage,nan,"$1,444.99"
Paul Mitchell Trio – Now That I Know What Loneliness Is / Straight Ahead And Don't Look Back,T & L Productions – T & L-202,US,"Vinyl, 7"", 45 RPM",nan,"Jazz, Funk / Soul",1967,Soul,"Rated 4.67 of 3 votes (24 have, 30 want)",Mint (M),Sleeve: Mint (M),92.5%,nan,nan,"$4,792.00"
The Braz Gonsalves 7 with Pam Crain – Raga Rock,Odeon – S/EMOE 101,India,"Vinyl, 7"", 45 RPM, EP","Notes on back sleeve -

BRAZ GONSALVES

It's all very well to blow the sax and churn out decades-old pop-numbers in smoke-filled security of restaurants and night clubs and it's quite another, Braz-style, to explore the nuances of Indian raga on his tenor sax. ""Raga Rock"" is an experiment and an invocation based on the Todi Rags. Braz likes to do things differently - he does his thing with two saxes - the alto and the tenor -in ""Down the Rock Bay...""

PAM CRAIN

Tossing her blonde curls with abandon. Pam has the enviable knack of putting old wine in brand new bottles and churning it out like vintage - a pop song or ballad becomes recreated with her original rendering. As much at home with rocks as with slow time, Pam gives it plenty of oomph in ""No amount of Loving"". And no amount of verbiage can do justice to her charm and verve.

-Kishore Bhimani","Jazz, Folk, World, & Country",1970,Fusion,"Rated 5.00 of 7 votes (5 have, 332 want)",Very Good (VG),Sleeve: Very Good Plus (VG+),100.0%,nan,nan,"$2,999.00"
